,iati_identifier,title_narrative,document_link_url,document_link_title_narrative,document-link.category-codes-combined
1373,GB-1-104227,['Routine Immunisation'],"['http://iati.fcdo.gov.uk/iati_documents/4298221.odt', 'http://iati.fcdo.gov.uk/iati_documents/4237937.xls', 'http://iati.fcdo.gov.uk/iati_documents/4170079.odt', 'http://iati.fcdo.gov.uk/iati_documents/3048330.odt', 'http://iati.fcdo.gov.uk/iati_documents/17580024.odt', 'https://data.gov.uk/data/contracts-finder-archive/contract/1409885/']","['Project completion review (4298221 ) 104227 (Published - January, 2014).odt', 'Logical framework (4237937 ) 104227 (Published - November, 2013).xls', 'Annual review (4170079 ) 104227 (Published - September, 2013).odt', 'Annual review (3048330 ) 104227 (Published - May, 2011).odt', 'Business Case and Summary (17580024) 104227 (Published - September, 2017).odt', 'Contract: DFID 2969 Reviving Routine Immunisation in Northern Nigeria (PRRINN) - Contract Amendment No. 10']","['A01,A07,A08', 'A02,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A11']"
1374,GB-1-104229,['Partnership for Transforming Health Systems 2'],"['http://iati.fcdo.gov.uk/iati_documents/5691597.odt', 'http://iati.fcdo.gov.uk/iati_documents/5261769.odt', 'http://iati.fcdo.gov.uk/iati_documents/5147161.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/4866841.odt', 'http://iati.fcdo.gov.uk/iati_documents/4782972.odt', 'http://iati.fcdo.gov.uk/iati_documents/4375689.odt', 'http://iati.fcdo.gov.uk/iati_documents/3784039.odt', 'http://iati.fcdo.gov.uk/iati_documents/3222297.xls', 'https://data.gov.uk/data/contracts-finder-archive/contract/1543779/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1240486/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1240485/']","['Project completion review (5691597 ) 104229 (Published - January, 2017).odt', 'Annual review (5261769 ) 104229 (Published - August, 2016).odt', 'Logical framework (5147161 ) 104229 (Published - February, 2018).xlsx', 'Annual review (4866841 ) 104229 (Published - February, 2018).odt', 'Annual review (4782972 ) 104229 (Published - December, 2014).odt', 'Business Case and Summary (4375689 ) 104229 (Published - July, 2016).odt', 'Annual review (3784039 ) 104229 (Published - August, 2016).odt', 'Annual review (3222297 ) 104229 (Published - August, 2016).xls', 'Contract: DFID 4048 Partnership for Transforming Health Services 2 (PATHS 2) - Nigeria Amendment No6', 'Contract: DFID 6487 Procurement of Goods and Equipment for the PATH2 Programme in Nigeria. Contract Amendment No. 1', 'Contract: DFID 6487 Procurement of Goods and Equipment for the PATHS2 Programme in Nigeria']","['A01,A07,A08', 'A07,A08', 'A02,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A11', 'A11', 'A11']"
1375,GB-1-202870,['Core Funding to the Foreign Investment Advisery Service (FIAS)'],"['http://iati.fcdo.gov.uk/iati_documents/5603824.odt', 'http://iati.fcdo.gov.uk/iati_documents/5330150.odt', 'http://iati.fcdo.gov.uk/iati_documents/4948163.odt', 'http://iati.fcdo.gov.uk/iati_documents/4947981.xls', 'http://iati.fcdo.gov.uk/iati_documents/3751413.odt', 'http://iati.fcdo.gov.uk/iati_documents/3719326.odt']","['Project completion review (5603824 ) 202870 (Published - October, 2016).odt', 'Annual review (5330150 ) 202870 (Published - March, 2016).odt', 'Annual review (4948163 ) 202870 (Published - September, 2015).odt', 'Logical framework (4947981 ) 202870 (Published - November, 2016).xls', 'Annual review (3751413 ) 202870 (Published - September, 2015).odt', 'Business Case and Summary (3719326 ) 202870 (Published - September, 2015).odt']","['A01,A07,A08', 'A07,A08', 'A07,A08', 'A02,A08', 'A07,A08', 'A01,A02,A03,A04,A05']"
1376,GB-1-202871,"['DFID support to Water, Sanitation and Hygiene Programme  for Madhya Pradesh & Odisha']","['http://iati.fcdo.gov.uk/iati_documents/5494607.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/4941645.odt', 'http://iati.fcdo.gov.uk/iati_documents/4870666.odt', 'http://iati.fcdo.gov.uk/iati_documents/4267329.odt', 'http://iati.fcdo.gov.uk/iati_documents/3540775.odt', 'https://www.contractsfinder.service.gov.uk/Notice/5e65b653-2a1f-45dd-87b2-bf2e0022e29c']","['Logical Framework (5494607 ) 202871 (Published - June, 2016).xlsx', 'Intervention Summary (4941645 ) 202871 (Published - April, 2015).odt', 'Annual review (4870666 ) 202871 (Published - February, 2015).odt', 'Annual review (4267329 ) 202871 (Published - December, 2013).odt', 'Business Case and Summary (3540775 ) 202871 (Published - March, 2013).odt', 'Contract: DFID 7206 Output to Outcome Evaluation of the WASH Component of the Health Sector Reform Programmes in Madhya Pradesh, Bihar and Odisha, India']","['A02,A08', 'A02', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A11']"
1377,GB-1-202874,['Adolescent Girls Initiative - Kenya'],"['http://iati.fcdo.gov.uk/iati_documents/61575165.odt', 'http://iati.fcdo.gov.uk/iati_documents/58634965.xls', 'http://iati.fcdo.gov.uk/iati_documents/56001978.odt', 'http://iati.fcdo.gov.uk/iati_documents/5300179.odt', 'http://iati.fcdo.gov.uk/iati_documents/52674610.odt', 'http://iati.fcdo.gov.uk/iati_documents/49053102.odt', 'http://iati.fcdo.gov.uk/iati_documents/4831042.odt', 'http://iati.fcdo.gov.uk/iati_documents/4731139.odt', 'http://iati.fcdo.gov.uk/iati_documents/4328963.odt', 'http://iati.fcdo.gov.uk/iati_documents/3914091.odt', 'http://iati.fcdo.gov.uk/iati_documents/36156876.odt', 'http://iati.fcdo.gov.uk/iati_documents/35590106.odt', 'http://iati.fcdo.gov.uk/iati_documents/25009458.odt', 'https://data.gov.uk/data/contracts-finder-archive/contract/1375624/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1048660/', 'https://data.gov.uk/data/contracts-finder-archive/contract/930065/', 'https://www.contractsfinder.service.gov.uk/Notice/57cb1a77-e8bf-464e-acbb-9649b9ca371f']","['Project completion review (61575165) 202874 (Published - June, 2021).odt', 'Logical framework (58634965) 202874 (Published - December, 2020).xls', 'Annual review (56001978) 202874 (Published - June, 2020).odt', 'Annual review (5300179 ) 202874 (Published - January, 2016).odt', 'Addendum to the Business Case (52674610) 202874 (Published - June, 2020).odt', 'Annual review (49053102) 202874 (Published - June, 2019).odt', 'Annual review (4831042 ) 202874 (Published - January, 2015).odt', 'Annual review (4731139 ) 202874 (Published - November, 2014).odt', 'Annual review (4328963 ) 202874 (Published - November, 2014).odt', 'Business Case and Summary (3914091 ) 202874 (Published - March, 2013).odt', 'Annual review (36156876) 202874 (Published - August, 2018).odt', 'Annual review (35590106) 202874 (Published - August, 2018).odt', 'Annual review (25009458) 202874 (Published - March, 2018).odt', 'Contract: DFID 6171 ADOLESCENT GIRLS INITIATIVE ACTION RESEARCH PROGRAMME (AGIARP) IN KENYA', 'Tender: DFID 6171 Adolescent Girls Initiative Action Research Programme – Kenya', 'Tender: DFID 6171 Adolescent Girls Initiative Action Research Programme – Kenya', 'Contract: DFID 7126 Procurement of Goods and Equipment for Adolescent Girls’ Initiative Action Research Programme, Kenya']","['A01,A07,A08', 'A02,A08', 'A07,A08', 'A07,A08', 'A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A07,A08', 'A11', 'A10', 'A10', 'A11']"
1378,GB-1-202875,['People in Aid Programme Partnership Arrangement'],"['http://iati.fcdo.gov.uk/iati_documents/5702275.odt', 'http://iati.fcdo.gov.uk/iati_documents/5280265.odt', 'http://iati.fcdo.gov.uk/iati_documents/5270865.odt', 'http://iati.fcdo.gov.uk/iati_documents/4677306.odt', 'http://iati.fcdo.gov.uk/iati_documents/3716767.odt', 'http://iati.fcdo.gov.uk/iati_documents/11834687.odt', 'http://iati.fcdo.gov.uk/iati_documents/11834686.odt', 'http://iati.fcdo.gov.uk/iati_documents/11826413.odt', 'http://iati.fcdo.gov.uk/iati_documents/11826412.xls']","['Project completion review (5702275 ) 202875 (Published - March, 2017).odt', 'Annual review (5280265 ) 202875 (Published - January, 2016).odt', 'Annual review (5270865 ) 202875 (Published - January, 2016).odt', 'Addendum to the Business Case (4677306 ) 202875 (Published - December, 2014).odt', 'Business Case and Summary (3716767 ) 202875 (Published - October, 2012).odt', 'Annual review (11834687) 202875 (Published - August, 2017).odt', 'Annual review (11834686) 202875 (Published - August, 2017).odt', 'Annual review (11826413) 202875 (Published - August, 2017).odt', 'Logical framework (11826412) 202875 (Published - August, 2017).xls']","['A01,A07,A08', 'A07,A08', 'A07,A08', 'A02,A03,A04,A05', 'A01,A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A07,A08', 'A02,A08']"
1379,GB-1-202878,['Emergency Deployment Team (EDT) Programme'],"['http://iati.fcdo.gov.uk/iati_documents/5722493.odt', 'http://iati.fcdo.gov.uk/iati_documents/5447448.odt', 'http://iati.fcdo.gov.uk/iati_documents/4751928.odt', 'http://iati.fcdo.gov.uk/iati_documents/4226123.odt', 'http://iati.fcdo.gov.uk/iati_documents/3773769.odt', 'http://iati.fcdo.gov.uk/iati_documents/29359341.odt', 'http://iati.fcdo.gov.uk/iati_documents/27613330.xls', 'http://iati.fcdo.gov.uk/iati_documents/11744614.odt']","['Business Case and Summary (5722493 ) 202878 (Published - March, 2017).odt', 'Annual review (5447448 ) 202878 (Published - February, 2017).odt', 'Annual review (4751928 ) 202878 (Published - August, 2015).odt', 'Annual review (4226123 ) 202878 (Published - December, 2014).odt', 'Annual review (3773769 ) 202878 (Published - December, 2014).odt', 'Addendum to the Business Case (29359341) 202878 (Published - March, 2018).odt', 'Logical framework (27613330) 202878 (Published - February, 2018).xls', 'Annual review (11744614) 202878 (Published - March, 2018).odt']","['A01,A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A02,A03,A04,A05', 'A02,A08', 'A07,A08']"
1380,GB-1-202882,['Leadership For Change: making it work for girls and women'],"['http://iati.fcdo.gov.uk/iati_documents/4708443.odt', 'http://iati.fcdo.gov.uk/iati_documents/4338975.odt', 'http://iati.fcdo.gov.uk/iati_documents/3743996.odt', 'http://iati.fcdo.gov.uk/iati_documents/12249673.xls', 'http://iati.fcdo.gov.uk/iati_documents/11825362.odt', 'https://data.gov.uk/data/contracts-finder-archive/contract/1295917/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1259697/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1071661/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1071660/']","['Annual review (4708443 ) 202882 (Published - November, 2014).odt', 'Annual review (4338975 ) 202882 (Published - November, 2014).odt', 'Business Case and Summary (3743996 ) 202882 (Published - November, 2014).odt', 'Logical framework (12249673) 202882 (Published - August, 2017).xls', 'Annual review (11825362) 202882 (Published - August, 2017).odt', 'Contract: Learning and Evidence Project: Working with Boys and Men to Promote Gender Equality', 'Contract: DFID 6248 Learning and Evidence Project: Women’s Voice and Leadership in Decision-Making', 'Tender: DFID 6223 Learning and Evidence Project: Working with Boys and Men to Promote Gender Equality', 'Tender: DFID 6248 Learning and Evidence Project: Women’s Voice and Leadership in Decision Making']","['A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A02,A08', 'A07,A08', 'A11', 'A11', 'A10', 'A10']"
1381,GB-1-202884,['The Water Security Programme'],"['http://iati.fcdo.gov.uk/iati_documents/5777457.odt', 'http://iati.fcdo.gov.uk/iati_documents/5539663.odt', 'http://iati.fcdo.gov.uk/iati_documents/5248915.odt', 'http://iati.fcdo.gov.uk/iati_documents/5248901.odt', 'http://iati.fcdo.gov.uk/iati_documents/49572406.odt', 'http://iati.fcdo.gov.uk/iati_documents/48854699.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/4772113.odt', 'http://iati.fcdo.gov.uk/iati_documents/4750756.odt', 'http://iati.fcdo.gov.uk/iati_documents/4637352.odt', 'http://iati.fcdo.gov.uk/iati_documents/46185815.odt', 'http://iati.fcdo.gov.uk/iati_documents/34343128.odt', 'http://iati.fcdo.gov.uk/iati_documents/13321283.odt']","['Annual review (5777457 ) 202884 (Published - June, 2017).odt', 'Annual review (5539663 ) 202884 (Published - May, 2017).odt', 'Memoranda of understanding - amendment letter (5248915 ) 202884 (Published - December, 2015).odt', 'Memoranda of understanding (5248901 ) 202884 (Published - December, 2015).odt', 'Project completion review (49572406) 202884 (Published - July, 2019).odt', 'Logical framework (48854699) 202884 (Published - June, 2019).xlsx', 'Annual review (4772113 ) 202884 (Published - January, 2015).odt', 'Business Case and Summary (4750756 ) 202884 (Published - February, 2015).odt', 'Annual review (4637352 ) 202884 (Published - September, 2014).odt', 'Accountable Grant (46185815) 202884 (Published - February, 2019).odt', 'Annual review (34343128) 202884 (Published - June, 2019).odt', 'Annual review (13321283) 202884 (Published - September, 2017).odt']","['A07,A08', 'A07,A08', 'A09', 'A09', 'A01,A07,A08', 'A02,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A09', 'A07,A08', 'A07,A08']"
1382,GB-1-202885,['United Nations Relief and Works Agency (UNRWA):  basic services and protection for Palestinian refugees'],"['http://iati.fcdo.gov.uk/iati_documents/5054516.odt', 'http://iati.fcdo.gov.uk/iati_documents/4905023.odt', 'http://iati.fcdo.gov.uk/iati_documents/4625751.odt', 'http://iati.fcdo.gov.uk/iati_documents/4404519.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/4268413.odt', 'http://iati.fcdo.gov.uk/iati_documents/4187464.odt', 'http://iati.fcdo.gov.uk/iati_documents/3717451.odt']","['Annual review (5054516 ) 202885 (Published - July, 2016).odt', 'Addendum to the Business Case (4905023 ) 202885 (Published - March, 2015).odt', 'Annual review (4625751 ) 202885 (Published - July, 2016).odt', 'Logical framework (4404519 ) 202885 (Published - June, 2016).xlsx', 'Intervention Summary (4268413 ) 202885 (Published - July, 2014).odt', 'Annual review (4187464 ) 202885 (Published - July, 2016).odt', 'Business Case and Summary (3717451 ) 202885 (Published - October, 2012).odt']","['A07,A08', 'A02,A03,A04,A05', 'A07,A08', 'A02,A08', 'A02', 'A07,A08', 'A01,A02,A03,A04,A05']"
1383,GB-1-202886,['Supporting Stability and Promoting Democracy in the Occupied Palestinian Territories (SSPD)'],"['http://iati.fcdo.gov.uk/iati_documents/5595415.odt', 'http://iati.fcdo.gov.uk/iati_documents/5594865.odt', 'http://iati.fcdo.gov.uk/iati_documents/5144058.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/4975830.odt', 'http://iati.fcdo.gov.uk/iati_documents/4491718.odt', 'http://iati.fcdo.gov.uk/iati_documents/4036287.odt', 'http://iati.fcdo.gov.uk/iati_documents/3653638.odt', 'https://data.gov.uk/data/contracts-finder-archive/contract/839246/', 'https://data.gov.uk/data/contracts-finder-archive/contract/932694/', 'https://www.contractsfinder.service.gov.uk/Notice/04166a3e-b46c-4149-9a65-ff91d8b8a1e4']","['Addendum to the Business Case (5595415 ) 202886 (Published - October, 2016).odt', 'Project completion review (5594865 ) 202886 (Published - October, 2016).odt', 'Logical framework (5144058 ) 202886 (Published - September, 2015).xlsx', 'Annual review (4975830 ) 202886 (Published - July, 2016).odt', 'Annual review (4491718 ) 202886 (Published - July, 2016).odt', 'Intervention Summary (4036287 ) 202886 (Published - November, 2013).odt', 'Business Case and Summary (3653638 ) 202886 (Published - April, 2013).odt', 'Tender: DFID 6125 Supporting Stability & Promoting Democracy (SSPD)', 'Contract: DFID 6125 Supporting Stability and Promoting Democracy (SSPD), Palestine', 'Contract: DFID 6125 Supporting Stability and Promoting Democracy - Contract Amendment No. 1']","['A02,A03,A04,A05', 'A01,A07,A08', 'A02,A08', 'A07,A08', 'A07,A08', 'A02', 'A01,A02,A03,A04,A05', 'A10', 'A11', 'A11']"
1384,GB-1-202887,['Support to the work of the Office of the Quartet (OQ) in the Occupied Palestinian Territories'],"['http://iati.fcdo.gov.uk/iati_documents/5937287.xls', 'http://iati.fcdo.gov.uk/iati_documents/5559799.odt', 'http://iati.fcdo.gov.uk/iati_documents/4951988.odt', 'http://iati.fcdo.gov.uk/iati_documents/4447080.odt', 'http://iati.fcdo.gov.uk/iati_documents/4031257.odt', 'http://iati.fcdo.gov.uk/iati_documents/3962231.odt', 'http://iati.fcdo.gov.uk/iati_documents/3717418.odt', 'http://iati.fcdo.gov.uk/iati_documents/34653639.odt', 'http://iati.fcdo.gov.uk/iati_documents/17502858.odt']","['Logical framework (5937287 ) 202887 (Published - September, 2018).xls', 'Addendum to the Business Case (5559799 ) 202887 (Published - September, 2016).odt', 'Annual review (4951988 ) 202887 (Published - April, 2015).odt', 'Annual review (4447080 ) 202887 (Published - July, 2016).odt', 'Intervention Summary (4031257 ) 202887 (Published - June, 2013).odt', 'Annual review (3962231 ) 202887 (Published - July, 2016).odt', 'Business Case and Summary (3717418 ) 202887 (Published - December, 2012).odt', 'Project completion review (34653639) 202887 (Published - August, 2018).odt', 'Annual review (17502858) 202887 (Published - November, 2017).odt']","['A02,A08', 'A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A02', 'A07,A08', 'A01,A02,A03,A04,A05', 'A01,A07,A08', 'A07,A08']"
1385,GB-1-202662,['Save the Children Programme Partnership Arrangement'],"['http://iati.fcdo.gov.uk/iati_documents/5307750.odt', 'http://iati.fcdo.gov.uk/iati_documents/4740413.odt', 'http://iati.fcdo.gov.uk/iati_documents/4681836.odt', 'http://iati.fcdo.gov.uk/iati_documents/3717136.odt', 'http://iati.fcdo.gov.uk/iati_documents/11836225.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/11829512.odt', 'http://iati.fcdo.gov.uk/iati_documents/11827493.odt']","['Annual review (5307750 ) 202662 (Published - January, 2016).odt', 'Annual review (4740413 ) 202662 (Published - January, 2015).odt', 'Addendum to the Business Case (4681836 ) 202662 (Published - December, 2014).odt', 'Business Case and Summary (3717136 ) 202662 (Published - October, 2012).odt', 'Logical framework (11836225) 202662 (Published - August, 2017).xlsx', 'Annual review (11829512) 202662 (Published - August, 2017).odt', 'Annual review (11827493) 202662 (Published - August, 2017).odt']","['A07,A08', 'A07,A08', 'A02,A03,A04,A05', 'A01,A02,A03,A04,A05', 'A02,A08', 'A07,A08', 'A07,A08']"
1386,GB-1-202893,['Reducing barriers and Increasing Demands for Reproductive Health Services in Ethiopia'],"['http://iati.fcdo.gov.uk/iati_documents/5709603.odt', 'http://iati.fcdo.gov.uk/iati_documents/5336108.odt', 'http://iati.fcdo.gov.uk/iati_documents/4981147.odt', 'http://iati.fcdo.gov.uk/iati_documents/4884282.odt', 'http://iati.fcdo.gov.uk/iati_documents/4381097.odt', 'http://iati.fcdo.gov.uk/iati_documents/3911928.odt', 'http://iati.fcdo.gov.uk/iati_documents/3911924.odt', 'http://iati.fcdo.gov.uk/iati_documents/27438648.odt', 'http://iati.fcdo.gov.uk/iati_documents/22510508.xlsx', 'https://data.gov.uk/data/contracts-finder-archive/contract/1698375/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1680612/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1195590/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1195583/', 'https://www.gov.uk/government/publications/partnerships-for-poverty-reduction-rethinking-conditionality']","['Annual review (5709603 ) 202893 (Published - March, 2017).odt', 'Annual review (5336108 ) 202893 (Published - March, 2016).odt', 'Memoranda of understanding - amendment letter (4981147 ) 202893 (Published - May, 2015).odt', 'Annual review (4884282 ) 202893 (Published - March, 2015).odt', 'Annual review (4381097 ) 202893 (Published - March, 2014).odt', 'Business Case and Summary (3911928 ) 202893 (Published - March, 2013).odt', 'Intervention Summary (3911924 ) 202893 (Published - July, 2014).odt', 'Annual review (27438648) 202893 (Published - March, 2018).odt', 'Logical framework (22510508) 202893 (Published - December, 2017).xlsx', 'Contract: DFID 6271 Technical Assistance for DFID’s Reducing Barriers and Increasing Utilization of Reproductive, Maternal and Neonatal Health Services in Ethiopia’s Programme', 'Contract: DFID 6251 Monitoring and Evaluation for DFID Ethiopia Reproductive Maternal & Neonatal Health Innovation Fund', 'Tender: DFID 6271 Technical Assistance for DFID’s Reducing Barriers and Increasing Utilization of Reproductive, Maternal and Neonatal Health Services in Ethiopia’s Programme', 'Tender: DFID 6251 Monitoring and Evaluation for DFID Ethiopia Reproductive Maternal & Neonatal Health Innovation Fund', 'General Conditions - For all financial aid that the UK provides direct to partner governments, the four Partnership Principles apply.']","['A07,A08', 'A07,A08', 'A09', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A02', 'A07,A08', 'A02,A08', 'A11', 'A11', 'A10', 'A10', 'A04']"
1387,GB-1-202668,['ACCESS TO FAMILY PLANNING COMMODITIES'],"['http://iati.fcdo.gov.uk/iati_documents/5768645.odt', 'http://iati.fcdo.gov.uk/iati_documents/5257362.odt', 'http://iati.fcdo.gov.uk/iati_documents/5065049.odt', 'http://iati.fcdo.gov.uk/iati_documents/5033309.odt', 'http://iati.fcdo.gov.uk/iati_documents/4170742.odt', 'http://iati.fcdo.gov.uk/iati_documents/3716678.odt', 'http://iati.fcdo.gov.uk/iati_documents/31750759.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/29047200.odt']","['Annual review (5768645 ) 202668 (Published - May, 2017).odt', 'Annual review (5257362 ) 202668 (Published - March, 2018).odt', 'Annual review (5065049 ) 202668 (Published - July, 2015).odt', 'Annual review (5033309 ) 202668 (Published - March, 2018).odt', 'Memoranda of understanding (4170742 ) 202668 (Published - September, 2013).odt', 'Business Case and Summary (3716678 ) 202668 (Published - October, 2012).odt', 'Logical framework (31750759) 202668 (Published - May, 2018).xlsx', 'Addendum to the Business Case (29047200) 202668 (Published - March, 2018).odt']","['A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A09', 'A01,A02,A03,A04,A05', 'A02,A08', 'A02,A03,A04,A05']"
1388,GB-1-202898,['Public Sector Capacity Building II'],"['http://iati.fcdo.gov.uk/iati_documents/4185066.odt', 'http://iati.fcdo.gov.uk/iati_documents/3904092.odt', 'http://iati.fcdo.gov.uk/iati_documents/3717671.odt', 'http://iati.fcdo.gov.uk/iati_documents/3606782.xls']","['Project completion review (4185066 ) 202898 (Published - March, 2014).odt', 'Memoranda of understanding (3904092 ) 202898 (Published - March, 2014).odt', 'Business Case and Summary (3717671 ) 202898 (Published - March, 2014).odt', 'Logical framework (3606782 ) 202898 (Published - March, 2014).xls']","['A01,A07,A08', 'A09', 'A01,A02,A03,A04,A05', 'A02,A08']"
1389,GB-1-202899,['Civil Society Support Programme'],"['http://iati.fcdo.gov.uk/iati_documents/5748370.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/5665744.odt', 'http://iati.fcdo.gov.uk/iati_documents/5033354.odt', 'http://iati.fcdo.gov.uk/iati_documents/4507088.odt', 'http://iati.fcdo.gov.uk/iati_documents/4025616.odt', 'http://iati.fcdo.gov.uk/iati_documents/3717243.odt', 'http://iati.fcdo.gov.uk/iati_documents/3628527.odt', 'http://iati.fcdo.gov.uk/iati_documents/3628480.odt']","['Logical framework (5748370 ) 202899 (Published - April, 2017).xlsx', 'Project completion review (5665744 ) 202899 (Published - January, 2017).odt', 'Annual review (5033354 ) 202899 (Published - June, 2015).odt', 'Annual review (4507088 ) 202899 (Published - July, 2014).odt', 'Annual review (4025616 ) 202899 (Published - November, 2013).odt', 'Business Case and Summary (3717243 ) 202899 (Published - October, 2012).odt', 'Memoranda of understanding - amendment letter (3628527 ) 202899 (Published - August, 2012).odt', 'Memoranda of understanding (3628480 ) 202899 (Published - August, 2012).odt']","['A02,A08', 'A01,A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A09', 'A09']"
